Unnamed: 0,index,total,state,zone,ds,y,holiday
6848,6848,total,State 3,Zone Q,2020-02-19,6485,0.0
9930,9930,total,State 1,Zone Q,2020-02-19,4283,0.0
12943,12943,total,State 3,Zone R,2020-02-19,4023,0.0
8992,8992,total,State 1,Zone P,2020-02-20,5536,0.0
10310,10310,total,State 2,Zone Q,2020-02-20,8483,0.0
6038,6038,total,State 3,Zone Q,2020-02-20,5034,0.0
6241,6241,total,State 1,Zone R,2020-02-20,4627,0.0
12545,12545,total,State 3,Zone P,2020-02-20,5003,0.0
8827,8827,total,State 2,Zone R,2020-02-20,9839,0.0
9840,9840,total,State 3,Zone R,2020-02-20,3385,0.0
9768,9768,total,State 2,Zone P,2020-02-20,10109,0.0
3390,3390,total,State 1,Zone Q,2020-02-20,8014,0.0
12922,12922,total,State 1,Zone Q,2020-02-21,8065,0.0
11019,11019,total,State 2,Zone P,2020-02-21,6224,0.0
2486,2486,total,State 3,Zone R,2020-02-21,6471,0.0
8128,8128,total,State 3,Zone P,2020-02-21,3603,0.0
1184,1184,total,State 2,Zone R,2020-02-21,10246,0.0
6207,6207,total,State 3,Zone Q,2020-02-21,6225,0.0
12493,12493,total,State 1,Zone R,2020-02-21,7719,0.0
2585,2585,total,State 1,Zone P,2020-02-21,7288,0.0
8908,8908,total,State 2,Zone Q,2020-02-21,11009,0.0
10486,10486,total,State 1,Zone R,2020-02-22,8742,0.0
679,679,total,State 1,Zone Q,2020-02-22,6198,0.0
1523,1523,total,State 3,Zone R,2020-02-22,5263,0.0
2417,2417,total,State 2,Zone P,2020-02-22,13875,0.0
12044,12044,total,State 3,Zone Q,2020-02-22,4944,0.0
9953,9953,total,State 2,Zone Q,2020-02-22,12214,0.0
11870,11870,total,State 3,Zone P,2020-02-22,6524,0.0
5678,5678,total,State 2,Zone R,2020-02-22,8940,0.0
3307,3307,total,State 1,Zone P,2020-02-22,9438,0.0
9455,9455,total,State 1,Zone R,2020-02-23,8554,0.0
9422,9422,total,State 2,Zone R,2020-02-23,10668,0.0
10139,10139,total,State 1,Zone P,2020-02-23,9753,0.0
9082,9082,total,State 1,Zone Q,2020-02-23,9441,0.0
12003,12003,total,State 2,Zone Q,2020-02-23,10821,0.0
6258,6258,total,State 3,Zone Q,2020-02-23,6777,0.0
2926,2926,total,State 2,Zone P,2020-02-23,9613,0.0
4681,4681,total,State 3,Zone P,2020-02-23,4236,0.0
9890,9890,total,State 3,Zone R,2020-02-23,4644,0.0
6245,6245,total,State 1,Zone P,2020-02-24,5874,1.0
12343,12343,total,State 3,Zone Q,2020-02-24,4054,1.0
591,591,total,State 1,Zone R,2020-02-24,4539,1.0
12310,12310,total,State 1,Zone Q,2020-02-24,5712,1.0
7269,7269,total,State 2,Zone Q,2020-02-24,9220,1.0
3309,3309,total,State 2,Zone P,2020-02-24,8570,1.0
10602,10602,total,State 2,Zone R,2020-02-24,6755,1.0
2487,2487,total,State 3,Zone P,2020-02-24,3348,1.0
9370,9370,total,State 3,Zone R,2020-02-24,3377,1.0
2980,2980,total,State 1,Zone Q,2020-02-25,5235,0.0
666,666,total,State 1,Zone P,2020-02-25,4540,0.0
5589,5589,total,State 2,Zone Q,2020-02-25,7962,0.0
8007,8007,total,State 2,Zone R,2020-02-25,11186,0.0
10878,10878,total,State 2,Zone P,2020-02-25,8034,0.0
6805,6805,total,State 3,Zone P,2020-02-25,5077,0.0
2217,2217,total,State 3,Zone R,2020-02-25,5902,0.0
9346,9346,total,State 3,Zone Q,2020-02-25,3765,0.0
1374,1374,total,State 1,Zone R,2020-02-25,4419,0.0
1370,1370,total,State 3,Zone Q,2020-02-26,5482,0.0
3607,3607,total,State 2,Zone R,2020-02-26,8601,0.0
6445,6445,total,State 2,Zone Q,2020-02-26,7729,0.0
7194,7194,total,State 1,Zone R,2020-02-26,6574,0.0
3720,3720,total,State 3,Zone P,2020-02-26,5185,0.0
5137,5137,total,State 3,Zone R,2020-02-26,4025,0.0
2754,2754,total,State 1,Zone P,2020-02-26,6098,0.0
3263,3263,total,State 2,Zone P,2020-02-26,8990,0.0
39,39,total,State 1,Zone Q,2020-02-26,6271,0.0
8199,8199,total,State 3,Zone R,2020-02-27,5664,0.0
3788,3788,total,State 1,Zone Q,2020-02-27,6141,0.0
4802,4802,total,State 3,Zone Q,2020-02-27,5999,0.0
4363,4363,total,State 1,Zone P,2020-02-27,4525,0.0
9620,9620,total,State 2,Zone R,2020-02-27,8484,0.0
5128,5128,total,State 2,Zone Q,2020-02-27,6624,0.0
10780,10780,total,State 2,Zone P,2020-02-27,7360,0.0
5939,5939,total,State 3,Zone P,2020-02-27,6195,0.0
2430,2430,total,State 1,Zone R,2020-02-27,5181,0.0
9063,9063,total,State 3,Zone R,2020-02-28,3598,0.0
10713,10713,total,State 1,Zone P,2020-02-28,5364,0.0
12366,12366,total,State 2,Zone Q,2020-02-28,7531,0.0
5850,5850,total,State 2,Zone P,2020-02-28,8738,0.0
7483,7483,total,State 3,Zone Q,2020-02-28,4741,0.0
74,74,total,State 2,Zone R,2020-02-28,7823,0.0
1760,1760,total,State 3,Zone P,2020-02-28,3981,0.0
7296,7296,total,State 1,Zone R,2020-02-28,8190,0.0
3965,3965,total,State 1,Zone Q,2020-02-28,4271,0.0
611,611,total,State 2,Zone Q,2020-02-29,8426,0.0
10134,10134,total,State 2,Zone R,2020-02-29,9978,0.0
481,481,total,State 3,Zone R,2020-02-29,6250,0.0
2278,2278,total,State 1,Zone P,2020-02-29,8780,0.0
7620,7620,total,State 3,Zone Q,2020-02-29,7172,0.0
5432,5432,total,State 3,Zone P,2020-02-29,4419,0.0
11603,11603,total,State 2,Zone P,2020-02-29,12093,0.0
6666,6666,total,State 1,Zone Q,2020-02-29,8727,0.0
5853,5853,total,State 1,Zone R,2020-02-29,5108,0.0
3279,3279,total,State 1,Zone Q,2020-03-01,5526,0.0
12961,12961,total,State 3,Zone R,2020-03-01,4911,0.0
12298,12298,total,State 1,Zone R,2020-03-01,5544,0.0
8211,8211,total,State 2,Zone Q,2020-03-01,9026,0.0
6148,6148,total,State 1,Zone P,2020-03-01,8611,0.0
10210,10210,total,State 2,Zone R,2020-03-01,12547,0.0
1280,1280,total,State 2,Zone P,2020-03-01,13117,0.0
4791,4791,total,State 3,Zone Q,2020-03-01,7267,0.0
6360,6360,total,State 3,Zone P,2020-03-01,6152,0.0
1371,1371,total,State 1,Zone R,2020-03-02,5864,1.0
5254,5254,total,State 2,Zone Q,2020-03-02,5830,1.0
12341,12341,total,State 1,Zone P,2020-03-02,3535,1.0
8,8,total,State 2,Zone P,2020-03-02,5858,1.0
5232,5232,total,State 3,Zone R,2020-03-02,4637,1.0
9387,9387,total,State 3,Zone P,2020-03-02,4575,1.0
8919,8919,total,State 1,Zone Q,2020-03-02,3905,1.0
11458,11458,total,State 2,Zone R,2020-03-02,5629,1.0
11719,11719,total,State 3,Zone Q,2020-03-02,4090,1.0
2448,2448,total,State 3,Zone P,2020-03-03,3612,0.0
9166,9166,total,State 2,Zone R,2020-03-03,8657,0.0
6441,6441,total,State 3,Zone Q,2020-03-03,4201,0.0
7678,7678,total,State 1,Zone P,2020-03-03,4181,0.0
2014,2014,total,State 2,Zone P,2020-03-03,8361,0.0
9639,9639,total,State 2,Zone Q,2020-03-03,11655,0.0
8759,8759,total,State 1,Zone Q,2020-03-03,6104,0.0
11454,11454,total,State 1,Zone R,2020-03-03,5651,0.0
10319,10319,total,State 3,Zone R,2020-03-03,5629,0.0
7537,7537,total,State 2,Zone Q,2020-03-04,7145,0.0
3189,3189,total,State 2,Zone R,2020-03-04,8772,0.0
3051,3051,total,State 3,Zone Q,2020-03-04,4941,0.0
11928,11928,total,State 1,Zone Q,2020-03-04,4973,0.0
9813,9813,total,State 1,Zone P,2020-03-04,4681,0.0
6019,6019,total,State 1,Zone R,2020-03-04,6137,0.0
8330,8330,total,State 2,Zone P,2020-03-04,9104,0.0
11922,11922,total,State 3,Zone R,2020-03-04,6055,0.0
2857,2857,total,State 3,Zone P,2020-03-04,3665,0.0
8609,8609,total,State 1,Zone R,2020-03-05,5801,0.0
6391,6391,total,State 2,Zone Q,2020-03-05,6168,0.0
1013,1013,total,State 1,Zone Q,2020-03-05,6937,0.0
9074,9074,total,State 1,Zone P,2020-03-05,8132,0.0
3006,3006,total,State 3,Zone Q,2020-03-05,6030,0.0
4388,4388,total,State 3,Zone P,2020-03-05,6566,0.0
3490,3490,total,State 3,Zone R,2020-03-05,5085,0.0
1806,1806,total,State 2,Zone R,2020-03-05,7673,0.0
11967,11967,total,State 2,Zone P,2020-03-05,8094,0.0
4925,4925,total,State 2,Zone P,2020-03-06,8411,0.0
7996,7996,total,State 1,Zone Q,2020-03-06,7811,0.0
5268,5268,total,State 2,Zone R,2020-03-06,9575,0.0
6356,6356,total,State 3,Zone P,2020-03-06,4274,0.0
4821,4821,total,State 2,Zone Q,2020-03-06,6469,0.0
5122,5122,total,State 3,Zone Q,2020-03-06,4351,0.0
5394,5394,total,State 1,Zone P,2020-03-06,7544,0.0
7733,7733,total,State 1,Zone R,2020-03-06,4735,0.0
7887,7887,total,State 3,Zone R,2020-03-06,6083,0.0
7425,7425,total,State 3,Zone R,2020-03-07,6324,0.0
10853,10853,total,State 1,Zone P,2020-03-07,7957,0.0
5878,5878,total,State 1,Zone Q,2020-03-07,6085,0.0
6548,6548,total,State 1,Zone R,2020-03-07,8769,0.0
12084,12084,total,State 2,Zone R,2020-03-07,10858,0.0
8464,8464,total,State 2,Zone Q,2020-03-07,10949,0.0
10546,10546,total,State 3,Zone P,2020-03-07,5187,0.0
394,394,total,State 2,Zone P,2020-03-07,13906,0.0
9096,9096,total,State 3,Zone Q,2020-03-07,6276,0.0
8120,8120,total,State 3,Zone Q,2020-03-08,6430,0.0
9820,9820,total,State 2,Zone P,2020-03-08,10813,0.0
7813,7813,total,State 2,Zone R,2020-03-08,10482,0.0
11475,11475,total,State 1,Zone Q,2020-03-08,8664,0.0
10547,10547,total,State 3,Zone R,2020-03-08,5831,0.0
10407,10407,total,State 2,Zone Q,2020-03-08,8556,0.0
8579,8579,total,State 1,Zone R,2020-03-08,7261,0.0
6940,6940,total,State 3,Zone P,2020-03-08,7171,0.0
7378,7378,total,State 1,Zone P,2020-03-08,6347,0.0
9384,9384,total,State 2,Zone Q,2020-03-09,8940,1.0
9973,9973,total,State 3,Zone Q,2020-03-09,3053,1.0
11709,11709,total,State 1,Zone R,2020-03-09,4064,1.0
2084,2084,total,State 3,Zone R,2020-03-09,4206,1.0
8090,8090,total,State 2,Zone R,2020-03-09,9188,1.0
5890,5890,total,State 1,Zone Q,2020-03-09,4699,1.0
11090,11090,total,State 3,Zone P,2020-03-09,3880,1.0
9449,9449,total,State 2,Zone P,2020-03-09,9074,1.0
10873,10873,total,State 1,Zone P,2020-03-09,4068,1.0
6632,6632,total,State 1,Zone Q,2020-03-10,4270,0.0
3845,3845,total,State 3,Zone Q,2020-03-10,5279,0.0
3582,3582,total,State 3,Zone P,2020-03-10,4527,0.0
11619,11619,total,State 2,Zone Q,2020-03-10,6966,0.0
841,841,total,State 1,Zone P,2020-03-10,7488,0.0
1271,1271,total,State 2,Zone R,2020-03-10,11273,0.0
12852,12852,total,State 3,Zone R,2020-03-10,3623,0.0
3093,3093,total,State 1,Zone R,2020-03-10,5276,0.0
3678,3678,total,State 2,Zone P,2020-03-10,7368,0.0
51,51,total,State 3,Zone Q,2020-03-11,5064,0.0
11767,11767,total,State 1,Zone Q,2020-03-11,6120,0.0
4033,4033,total,State 3,Zone R,2020-03-11,5526,0.0
5830,5830,total,State 1,Zone R,2020-03-11,5906,0.0
8704,8704,total,State 2,Zone Q,2020-03-11,8453,0.0
8528,8528,total,State 1,Zone P,2020-03-11,4312,0.0
6888,6888,total,State 3,Zone P,2020-03-11,3581,0.0
5887,5887,total,State 2,Zone R,2020-03-11,7986,0.0
5789,5789,total,State 2,Zone P,2020-03-11,5934,0.0
7531,7531,total,State 1,Zone Q,2020-03-12,6923,0.0
7431,7431,total,State 3,Zone P,2020-03-12,6258,0.0
10600,10600,total,State 3,Zone R,2020-03-12,3794,0.0
4100,4100,total,State 2,Zone R,2020-03-12,5942,0.0
12060,12060,total,State 2,Zone P,2020-03-12,8628,0.0
7362,7362,total,State 1,Zone R,2020-03-12,6830,0.0
8483,8483,total,State 1,Zone P,2020-03-12,8086,0.0
2157,2157,total,State 2,Zone Q,2020-03-12,8445,0.0
5091,5091,total,State 3,Zone Q,2020-03-12,4800,0.0
2743,2743,total,State 3,Zone R,2020-03-13,3741,0.0
6252,6252,total,State 3,Zone Q,2020-03-13,3956,0.0
7385,7385,total,State 2,Zone R,2020-03-13,7613,0.0
11915,11915,total,State 2,Zone Q,2020-03-13,6212,0.0
11543,11543,total,State 1,Zone R,2020-03-13,7863,0.0
5602,5602,total,State 1,Zone Q,2020-03-13,4906,0.0
2470,2470,total,State 2,Zone P,2020-03-13,6887,0.0
7743,7743,total,State 1,Zone P,2020-03-13,7288,0.0
7415,7415,total,State 3,Zone P,2020-03-13,3390,0.0
3291,3291,total,State 2,Zone P,2020-03-14,8607,0.0
2734,2734,total,State 3,Zone Q,2020-03-14,7495,0.0
4578,4578,total,State 2,Zone Q,2020-03-14,12152,0.0
1398,1398,total,State 1,Zone P,2020-03-14,6840,0.0
6930,6930,total,State 2,Zone R,2020-03-14,9122,0.0
5543,5543,total,State 3,Zone P,2020-03-14,4319,0.0
6881,6881,total,State 1,Zone Q,2020-03-14,7073,0.0
5971,5971,total,State 3,Zone R,2020-03-14,5624,0.0
232,232,total,State 1,Zone R,2020-03-14,6622,0.0
4235,4235,total,State 2,Zone P,2020-03-15,10690,0.0
7529,7529,total,State 1,Zone R,2020-03-15,5140,0.0
13090,13090,total,State 1,Zone Q,2020-03-15,8579,0.0
10336,10336,total,State 3,Zone Q,2020-03-15,7115,0.0
7787,7787,total,State 3,Zone P,2020-03-15,5988,0.0
6075,6075,total,State 1,Zone P,2020-03-15,6275,0.0
10307,10307,total,State 3,Zone R,2020-03-15,6845,0.0
6638,6638,total,State 2,Zone R,2020-03-15,11090,0.0
12832,12832,total,State 2,Zone Q,2020-03-15,13760,0.0
1176,1176,total,State 3,Zone P,2020-03-16,5270,1.0
7943,7943,total,State 1,Zone R,2020-03-16,4745,1.0
2753,2753,total,State 1,Zone Q,2020-03-16,6121,1.0
2177,2177,total,State 3,Zone R,2020-03-16,3900,1.0
3200,3200,total,State 1,Zone P,2020-03-16,5097,1.0
5613,5613,total,State 2,Zone P,2020-03-16,8814,1.0
12098,12098,total,State 2,Zone R,2020-03-16,8300,1.0
2319,2319,total,State 2,Zone Q,2020-03-16,5782,1.0
4566,4566,total,State 3,Zone Q,2020-03-16,3532,1.0
6256,6256,total,State 3,Zone P,2020-03-17,4947,0.0
6332,6332,total,State 1,Zone R,2020-03-17,6801,0.0
10260,10260,total,State 1,Zone P,2020-03-17,5943,0.0
9531,9531,total,State 2,Zone Q,2020-03-17,9902,0.0
7683,7683,total,State 1,Zone Q,2020-03-17,6626,0.0
6436,6436,total,State 2,Zone R,2020-03-17,6162,0.0
6117,6117,total,State 3,Zone R,2020-03-17,4647,0.0
1825,1825,total,State 3,Zone Q,2020-03-17,5572,0.0
4961,4961,total,State 2,Zone P,2020-03-17,9400,0.0
1250,1250,total,State 1,Zone R,2020-03-18,8079,0.0
6291,6291,total,State 3,Zone Q,2020-03-18,4175,0.0
10105,10105,total,State 2,Zone Q,2020-03-18,11632,0.0
6747,6747,total,State 1,Zone Q,2020-03-18,7068,0.0
5016,5016,total,State 2,Zone R,2020-03-18,8878,0.0
1511,1511,total,State 3,Zone P,2020-03-18,4167,0.0
7785,7785,total,State 2,Zone P,2020-03-18,6073,0.0
10581,10581,total,State 3,Zone R,2020-03-18,3422,0.0
4347,4347,total,State 1,Zone P,2020-03-18,4979,0.0
9985,9985,total,State 1,Zone Q,2020-03-19,5437,0.0
12554,12554,total,State 1,Zone P,2020-03-19,7639,0.0
5553,5553,total,State 1,Zone R,2020-03-19,7934,0.0
11807,11807,total,State 2,Zone R,2020-03-19,7396,0.0
4436,4436,total,State 3,Zone Q,2020-03-19,3481,0.0
11290,11290,total,State 3,Zone P,2020-03-19,4243,0.0
10267,10267,total,State 3,Zone R,2020-03-19,3364,0.0
1553,1553,total,State 2,Zone Q,2020-03-19,6588,0.0
6237,6237,total,State 2,Zone P,2020-03-19,6638,0.0
9104,9104,total,State 1,Zone Q,2020-03-20,4184,0.0
300,300,total,State 2,Zone P,2020-03-20,8583,0.0
12528,12528,total,State 1,Zone R,2020-03-20,4853,0.0
7169,7169,total,State 3,Zone P,2020-03-20,5736,0.0
4538,4538,total,State 3,Zone Q,2020-03-20,5381,0.0
8706,8706,total,State 2,Zone R,2020-03-20,6662,0.0
3134,3134,total,State 1,Zone P,2020-03-20,5989,0.0
3180,3180,total,State 2,Zone Q,2020-03-20,6257,0.0
12752,12752,total,State 3,Zone R,2020-03-20,4494,0.0
7862,7862,total,State 2,Zone P,2020-03-21,9849,0.0
32,32,total,State 2,Zone Q,2020-03-21,7241,0.0
11930,11930,total,State 1,Zone P,2020-03-21,6126,0.0
3410,3410,total,State 3,Zone P,2020-03-21,4477,0.0
11691,11691,total,State 2,Zone R,2020-03-21,13409,0.0
10922,10922,total,State 1,Zone Q,2020-03-21,8318,0.0
10887,10887,total,State 3,Zone Q,2020-03-21,5918,0.0
1713,1713,total,State 1,Zone R,2020-03-21,6051,0.0
285,285,total,State 3,Zone R,2020-03-21,6296,0.0
12088,12088,total,State 3,Zone R,2020-03-22,7820,0.0
9374,9374,total,State 2,Zone R,2020-03-22,10314,0.0
7485,7485,total,State 3,Zone Q,2020-03-22,5896,0.0
10347,10347,total,State 2,Zone Q,2020-03-22,8512,0.0
8890,8890,total,State 2,Zone P,2020-03-22,11078,0.0
8816,8816,total,State 1,Zone P,2020-03-22,8692,0.0
597,597,total,State 1,Zone Q,2020-03-22,9159,0.0
7172,7172,total,State 1,Zone R,2020-03-22,7570,0.0
2312,2312,total,State 3,Zone P,2020-03-22,6866,0.0
6895,6895,total,State 2,Zone R,2020-03-23,5239,1.0
3463,3463,total,State 2,Zone Q,2020-03-23,5983,1.0
6141,6141,total,State 1,Zone R,2020-03-23,5147,1.0
5270,5270,total,State 2,Zone P,2020-03-23,9111,1.0
11199,11199,total,State 3,Zone Q,2020-03-23,4550,1.0
5772,5772,total,State 1,Zone P,2020-03-23,5082,1.0
10490,10490,total,State 3,Zone R,2020-03-23,3568,1.0
6634,6634,total,State 1,Zone Q,2020-03-23,4456,1.0
4847,4847,total,State 3,Zone P,2020-03-23,4548,1.0
4558,4558,total,State 2,Zone R,2020-03-24,10694,0.0
12801,12801,total,State 1,Zone P,2020-03-24,4742,0.0
3423,3423,total,State 2,Zone P,2020-03-24,9206,0.0
10506,10506,total,State 3,Zone Q,2020-03-24,4332,0.0
9738,9738,total,State 1,Zone Q,2020-03-24,5475,0.0
10004,10004,total,State 1,Zone R,2020-03-24,7930,0.0
5390,5390,total,State 2,Zone Q,2020-03-24,11056,0.0
11845,11845,total,State 3,Zone R,2020-03-24,4992,0.0
1379,1379,total,State 3,Zone P,2020-03-24,5829,0.0
3,3,total,State 2,Zone Q,2020-03-25,11411,0.0
11411,11411,total,State 3,Zone P,2020-03-25,4545,0.0
12846,12846,total,State 3,Zone R,2020-03-25,4103,0.0
11372,11372,total,State 2,Zone R,2020-03-25,7865,0.0
2909,2909,total,State 2,Zone P,2020-03-25,10324,0.0
5542,5542,total,State 1,Zone P,2020-03-25,6426,0.0
10447,10447,total,State 3,Zone Q,2020-03-25,6550,0.0
2464,2464,total,State 1,Zone Q,2020-03-25,7872,0.0
3886,3886,total,State 1,Zone R,2020-03-25,5332,0.0
4245,4245,total,State 3,Zone Q,2020-03-26,3932,0.0
7924,7924,total,State 2,Zone P,2020-03-26,6112,0.0
3476,3476,total,State 3,Zone R,2020-03-26,3997,0.0
5817,5817,total,State 3,Zone P,2020-03-26,5658,0.0
3330,3330,total,State 1,Zone P,2020-03-26,4485,0.0
9369,9369,total,State 1,Zone Q,2020-03-26,6237,0.0
6050,6050,total,State 1,Zone R,2020-03-26,6098,0.0
5916,5916,total,State 2,Zone Q,2020-03-26,6219,0.0
6380,6380,total,State 2,Zone R,2020-03-26,8871,0.0
818,818,total,State 2,Zone Q,2020-03-27,7317,0.0
8112,8112,total,State 3,Zone Q,2020-03-27,3622,0.0
5311,5311,total,State 1,Zone Q,2020-03-27,4186,0.0
6960,6960,total,State 3,Zone P,2020-03-27,4453,0.0
12062,12062,total,State 3,Zone R,2020-03-27,5290,0.0
6340,6340,total,State 1,Zone P,2020-03-27,4679,0.0
12438,12438,total,State 1,Zone R,2020-03-27,6124,0.0
5041,5041,total,State 2,Zone P,2020-03-27,6982,0.0
788,788,total,State 2,Zone R,2020-03-27,7677,0.0
14,14,total,State 1,Zone R,2020-03-28,5803,0.0
531,531,total,State 1,Zone P,2020-03-28,6517,0.0
7442,7442,total,State 2,Zone Q,2020-03-28,8085,0.0
10744,10744,total,State 3,Zone Q,2020-03-28,6160,0.0
3235,3235,total,State 1,Zone Q,2020-03-28,6573,0.0
3152,3152,total,State 2,Zone P,2020-03-28,11863,0.0
11005,11005,total,State 3,Zone P,2020-03-28,6821,0.0
10942,10942,total,State 3,Zone R,2020-03-28,7804,0.0
882,882,total,State 2,Zone R,2020-03-28,13960,0.0
1263,1263,total,State 3,Zone P,2020-03-29,5974,0.0
11228,11228,total,State 2,Zone P,2020-03-29,10929,0.0
8419,8419,total,State 1,Zone R,2020-03-29,7981,0.0
10194,10194,total,State 2,Zone Q,2020-03-29,8153,0.0
12708,12708,total,State 3,Zone Q,2020-03-29,7147,0.0
3708,3708,total,State 1,Zone Q,2020-03-29,6418,0.0
11499,11499,total,State 3,Zone R,2020-03-29,7293,0.0
9878,9878,total,State 1,Zone P,2020-03-29,7474,0.0
9810,9810,total,State 2,Zone R,2020-03-29,10639,0.0
9235,9235,total,State 1,Zone R,2020-03-30,3917,1.0
2408,2408,total,State 1,Zone Q,2020-03-30,4738,1.0
7869,7869,total,State 2,Zone R,2020-03-30,7783,1.0
9837,9837,total,State 2,Zone P,2020-03-30,7940,1.0
10951,10951,total,State 1,Zone P,2020-03-30,3975,1.0
10996,10996,total,State 3,Zone Q,2020-03-30,4645,1.0
10279,10279,total,State 3,Zone R,2020-03-30,3403,1.0
8064,8064,total,State 2,Zone Q,2020-03-30,6782,1.0
2154,2154,total,State 3,Zone P,2020-03-30,4943,1.0
12340,12340,total,State 3,Zone Q,2020-03-31,4762,0.0
4614,4614,total,State 1,Zone P,2020-03-31,5713,0.0
4800,4800,total,State 2,Zone R,2020-03-31,6659,0.0
8499,8499,total,State 2,Zone Q,2020-03-31,8213,0.0
3456,3456,total,State 3,Zone P,2020-03-31,6264,0.0
6111,6111,total,State 1,Zone Q,2020-03-31,7005,0.0
4864,4864,total,State 1,Zone R,2020-03-31,7657,0.0
1895,1895,total,State 2,Zone P,2020-03-31,9778,0.0
12475,12475,total,State 3,Zone R,2020-03-31,4362,0.0
4419,4419,total,State 1,Zone Q,2020-04-01,5845,0.0
10879,10879,total,State 2,Zone P,2020-04-01,6406,0.0
1784,1784,total,State 3,Zone R,2020-04-01,3769,0.0
10390,10390,total,State 1,Zone P,2020-04-01,6242,0.0
8323,8323,total,State 2,Zone Q,2020-04-01,9155,0.0
2263,2263,total,State 2,Zone R,2020-04-01,8240,0.0
704,704,total,State 1,Zone R,2020-04-01,4357,0.0
3932,3932,total,State 3,Zone P,2020-04-01,6259,0.0
12192,12192,total,State 3,Zone Q,2020-04-01,3528,0.0
7771,7771,total,State 3,Zone R,2020-04-02,5710,0.0
4399,4399,total,State 1,Zone Q,2020-04-02,6817,0.0
694,694,total,State 2,Zone P,2020-04-02,6667,0.0
3682,3682,total,State 3,Zone P,2020-04-02,5330,0.0
2212,2212,total,State 2,Zone R,2020-04-02,10776,0.0
445,445,total,State 1,Zone R,2020-04-02,7713,0.0
4745,4745,total,State 3,Zone Q,2020-04-02,5292,0.0
7571,7571,total,State 2,Zone Q,2020-04-02,6420,0.0
5181,5181,total,State 1,Zone P,2020-04-02,5879,0.0
12581,12581,total,State 1,Zone P,2020-04-03,4392,0.0
2466,2466,total,State 3,Zone P,2020-04-03,3816,0.0
12510,12510,total,State 2,Zone P,2020-04-03,8581,0.0
5212,5212,total,State 2,Zone R,2020-04-03,10761,0.0
2532,2532,total,State 3,Zone Q,2020-04-03,6227,0.0
11459,11459,total,State 3,Zone R,2020-04-03,5774,0.0
617,617,total,State 1,Zone R,2020-04-03,6678,0.0
11975,11975,total,State 2,Zone Q,2020-04-03,6607,0.0
12079,12079,total,State 1,Zone Q,2020-04-03,7690,0.0
6352,6352,total,State 1,Zone R,2020-04-04,5668,0.0
11105,11105,total,State 2,Zone Q,2020-04-04,9812,0.0
760,760,total,State 3,Zone Q,2020-04-04,7511,0.0
5795,5795,total,State 2,Zone R,2020-04-04,7118,0.0
4054,4054,total,State 3,Zone R,2020-04-04,4592,0.0
10945,10945,total,State 1,Zone Q,2020-04-04,8017,0.0
10346,10346,total,State 3,Zone P,2020-04-04,7650,0.0
9033,9033,total,State 1,Zone P,2020-04-04,6415,0.0
1624,1624,total,State 2,Zone P,2020-04-04,9334,0.0
2481,2481,total,State 1,Zone P,2020-04-05,7091,0.0
13140,13140,total,State 1,Zone R,2020-04-05,5177,0.0
3737,3737,total,State 1,Zone Q,2020-04-05,8310,0.0
6945,6945,total,State 3,Zone R,2020-04-05,7269,0.0
11940,11940,total,State 2,Zone Q,2020-04-05,7522,0.0
3431,3431,total,State 3,Zone P,2020-04-05,5763,0.0
4882,4882,total,State 2,Zone R,2020-04-05,9648,0.0
4891,4891,total,State 2,Zone P,2020-04-05,7125,0.0
3753,3753,total,State 3,Zone Q,2020-04-05,4795,0.0
12125,12125,total,State 1,Zone R,2020-04-06,4756,1.0
9219,9219,total,State 2,Zone P,2020-04-06,4930,1.0
7829,7829,total,State 2,Zone R,2020-04-06,7213,1.0
6649,6649,total,State 2,Zone Q,2020-04-06,8196,1.0
11660,11660,total,State 1,Zone P,2020-04-06,4424,1.0
3686,3686,total,State 1,Zone Q,2020-04-06,4754,1.0
6814,6814,total,State 3,Zone P,2020-04-06,3315,1.0
2537,2537,total,State 3,Zone R,2020-04-06,3171,1.0
3020,3020,total,State 3,Zone Q,2020-04-06,3007,1.0
6595,6595,total,State 1,Zone R,2020-04-07,5413,0.0
